time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-1.7184734512694927e-07,-8.502578685977524e-08,10.005662887913816,6.283054983137745,6.282720079339022,0.0,1.1497641352046473e-05,-9.879081041674456e-06,0.18874987838582222,-0.006915025371757614,-0.031563594791813705,0.0,466.0222539219445,463.54901966671747,463.8966225504906,463.353457289199
0.12000000000000001,1.8369315023931257e-05,-5.129417367483532e-06,10.02139261305129,6.282762593809974,6.280976204483512,0.0,0.0008042079217378678,-0.00019647802847127637,0.33554168262237916,-0.0010735785156566642,-0.02448490772412139,0.0,450.62755276557186,451.1990578345472,451.96398646070264,452.43454768035025
0.18,0.00011295879570542605,-2.5054284077760374e-05,10.042582907738048,6.282695976059777,6.279628615859968,0.0,0.0024786476903537517,-0.00047373416086832296,0.37079002467624533,-0.0011838375291164873,-0.018689903047989516,0.0,415.9052909157898,416.41237809672384,415.801059293965,415.7914258552889
0.23999999999999996,0.00034067142388422955,-6.36408243269554e-05,10.068387454696644,6.283040831856905,6.279149245340246,0.0,0.005189402011410276,-0.0007952710067603851,0.4893173386151494,0.016889111954774567,0.007635930570904,0.0,441.7724183191789,443.9375517862017,442.2100138730152,443.6959633966146
0.3,0.0007285679500569888,-0.00010970263806402324,10.09946344272271,0.0015270734669039498,6.279636923402702,0.0,0.0076951137828413126,-0.000605927637083924,0.5465230213685809,0.04377356412685374,0.009094333907108038,0.0,424.0543590006003,424.17948625605123,421.4587790089714,423.77591161135683
0.36000000000000004,0.00125789741792124,-0.00010636173228736124,10.134355597732505,0.003968152905700073,6.280618108803846,0.0,0.009871710588520013,0.0009652535417261747,0.6165128695815253,0.03365554958768831,0.027917433194955453,0.0,426.66727440134616,428.27098512968263,428.15736855181564,427.29673510114645
0.4200000000000001,0.0018957679496908017,3.946812214752923e-05,10.17391337741865,0.006097352259335942,6.2818594356252575,0.0,0.011238183930357458,0.004102900671415494,0.7020300217071211,0.038917356991393384,-0.0004937522296856751,0.0,433.6053988642165,431.2123644491106,432.75088610248673,433.1940938388424
0.48000000000000015,0.002599716867489024,0.00043254401709830084,10.220845208252543,0.008614337580058695,6.282058334119723,0.0,0.012216227471428058,0.009268687899830454,0.8622549362164551,0.04741169489929073,0.010012971221809924,0.0,455.95780361461783,456.7962523033907,455.56423952945414,456.24373632525635
0.5400000000000001,0.003354230275985857,0.0011836858067930925,10.276263835722393,0.011144093042453562,6.282798580787992,0.0,0.012863083689287808,0.016054649999504657,0.9849318789687298,0.028772697812021145,0.016622291814713742,0.0,444.2481118707526,444.7895347192224,445.8758968016919,444.3516578411288
0.6000000000000002,0.004131285944186419,0.0024420302099676665,10.343450023393709,0.012650155711241062,0.0002870054521935117,0.0,0.012928590760111892,0.02609419216124195,1.2543492148937823,0.016504488084238246,-0.002654825940224562,0.0,490.32792402803017,488.8937881737223,488.2541548957044,487.3381681502487
0.6600000000000003,0.004901401728920809,0.004288058031657732,10.422859282649931,0.014059024809503384,9.707212290255285e-05,0.0,0.012760752538317275,0.03557008395559042,1.3924660101961726,0.034680201113786474,-0.004207163043090995,0.0,450.1376953150936,450.012133113849,450.0181815983596,451.4869166039101
0.7200000000000003,0.005666054560093166,0.0066910798718763055,10.507360601224205,0.01577321037052215,6.283094237328454,0.0,0.012747849600057056,0.04470831060683574,1.4242026194013468,0.012103707108550646,-0.0010744304271276424,0.0,416.7075959865221,416.9813926525739,417.4735373388937,415.49940015038203
0.7800000000000004,0.00643266731811576,0.009729225756916836,10.59747074158398,0.01699013714137365,0.00027735837127540464,0.0,0.012785936571278269,0.05667094203308895,1.5792652870547426,0.032999314071647134,0.017649359827981565,0.0,455.43735840484385,456.9322645427746,455.08043927521356,456.74978067194127
0.8400000000000004,0.007188653701554854,0.013507234448171502,10.696334202850197,0.01894070018926275,0.0019604819146552543,0.0,0.012260479266034432,0.06947033203961447,1.7159839110048722,0.031511266983873465,0.04335048821699367,0.0,450.3062651050037,452.3805471590318,450.4493721663361,450.3294148322109
0.9000000000000005,0.007872171567256862,0.018085767861591356,10.802906159815729,0.020821855679394652,0.00471521188377011,0.0,0.010242230927611872,0.08334171432913916,1.8362240105485577,0.03103339714938367,0.050596463559025834,0.0,445.23309348009275,445.82671027885476,446.86674342630363,446.82812972006786
0.9600000000000005,0.008338994373912546,0.023679010259196207,10.923423029268054,0.0227323165546629,0.007447314427779794,0.0,0.004919588618569923,0.10334752311517227,2.180406019983747,0.033408936889509855,0.03276647431985161,0.0,511.9448038732068,510.67553577120805,511.92215240081237,512.0913679590878
1.0200000000000005,0.00845540406504431,0.030408061471424996,11.059453545945939,0.02473100451414556,0.00951767356774269,0.0,-0.0012645589433028705,0.12117184808132879,2.353596223659265,0.033115847940848764,0.03777523832496196,0.0,464.07328684757283,464.4666989137395,463.9088628369635,463.88623642424585
1.0800000000000005,0.008161066363814093,0.0382286647355694,11.20493335165745,0.026854153242162226,0.012209745353691126,0.0,-0.008815037572088768,0.13972972765168823,2.4954221946051964,0.039576914976346834,0.0562156999935414,0.0,453.73772172874556,455.2167599789517,455.88804690372933,456.4045022379575
1.1400000000000006,0.007386478955296069,0.04713458505616106,11.35613742428754,0.029055577319214265,0.015513160681027038,0.0,-0.01731871499503598,0.15734769873161666,2.5445935737205505,0.03018355000509173,0.05263338134706801,0.0,426.6345381042982,426.330742698781,427.32557858309076,426.5247876552852
